PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS
RN|72264991|CN200504|AN2838|ACT|4000|659|E 6th Street|SFH|1|005|02127||Large single family home with 4 beds, 2 baths, granite counter tops, hardwood floors, nice private outdoor space, good sized bedrooms, close to public transportation, and convenient to everything Southie has to offer. Schedule your showing today!|16|12/21/2017 6:24:00 PM|65535|Suffolk|MA|A|6|4|2|0||0|2062|1600|2f;0h
RN|72264994|NB10938|NB1736|ACT|3200|474|Massachusetts Ave|6|1|104|02118||Penthouse Two Bedroom with private roof deck and spectacular views of the city! Hardwood floors, exposed brick, marble bath,  granite stainless steel kitchen,. Washer and Dryer in unit. 1/2 Month Broker Fee. Available 1/1 or 1/15. Steps to Symphony Green Line & MAss Ave Orange Line T near intersection of Columbus Ave.|3|12/18/2017 5:08:00 PM|536871934|Suffolk|MA|C|4|2|1|0|N|0|0|830|1f;0h
RN|72265010|CN208341|AC1077|ACT|3000|4|kevin rd|1|1|06B|02125||Newly renovated 3 bed, 2 full bath condo. Carefully designed to provide tenant with the most efficient and live-able floor plan within the walls of a classic triple decker.  Unit offers comfortable bedrooms with large closets and designer finishings and fixtures. The contemporary color scheme includes American White and Gray Owl walls with Ebony floors and Black entry doors. Each bathroom is trimmed with Grohe fixtures and shower controls. Nearly every piece of the unit above the foundation has been renovated including: new plumbing, new electric, new siding, new roof, new front and rear balconies, new gas lines, even new walls and ceilings. Attention was paid to energy efficiency by installing high efficiency gas furnaces with Honeywell smart thermostats and LED lighting throughout the house. The layout provides plenty of storage including 9 drawers and a large pantry closet with laundry hookup. Deeded storage in the basement.|15|12/18/2017 6:29:00 PM|0|Suffolk|MA|C|4|3|2|0|Y|0|9999|1042|2f;0h
RN|72265038|BB808635|BB5522|ACT|3350|63|Chestnut Avenue|2|1|007|02130||An exceptional 3-BD/2-BA unit situated in the heart of Jamaica Plain – a spacious floor-plan delivered w/polished HW floors, a gas fireplace and many windows providing an abundance of natural light into every room. The updated kitchen includes stainless appliances, gas cooking, granite counters & separate breakfast island. The open living area concept provides ample space for both living room & dining furnishings under recessed lighting. The master bedroom includes an en-suite full-bath with walk-in shower followed by a generous guest bedroom and a 3rd bedroom or home office with adjacent walk-out to the private deck. In-unit laundry & central A/C add to the many modern comforts. Off-street parking space is included. Convenient commuter options from Stony Brook T-Stop (Orange Line) and main arteries along Centre Street & Columbus Ave to Boston. Enjoy local restaurants and grocery shopping at the neighborhood Stop+Shop & Whole Foods. Available Feb 1st (flex) – small pets considered.|23|1/6/2018 7:31:00 PM|0|Suffolk|MA|C|5|3|2|0|Y|1|0|1190|2f;0h
RN|72265055|BB802631|NB3349|ACT|1950|376|Grove St|1|1|009|02132||Easy to show! Great location just minutes from the city, highway and grocery stores. 5 minute drive to VA Boston Healthcare System Veterans Hospital in West Roxbury. Renovated in 2001 loads of natural light, beautiful oak kitchen with large breakfast bar, cathedral ceilings and exposed beams. Landry room off kitchen and new full bathroom on first floor. All replacement windows are modern wood finished low e glass windows, 2 zone gas heat and hot water.Private back deck. Off street parking for two cars (tandem).|6|12/18/2017 11:27:00 PM|0|Suffolk|MA|A|6|2|2|0||2|1|1350|2f;0h
RN|72265105|BB802670|BB9059|ACT|4000|3|Devens Street|6|1|018|02129||Thompson Green! In the heart of Charlestown's historic gaslight district of Town Hill! Totally renovated Penthouse Duplex with Parking & Deck! Huge Open Front to Back Livingroom & Diningroom! Working Fireplaces in the Livingroom & the Master Bedroom! Glorious East & West Sunshine throughout!  Brand New Custom Gourmet Chef's Kitchen with top of the line appliances, abundant cabinetry & Breakfast peninsula! Gleaming Hardwood Floors are Everywhere! Over 1400 square feet of living space on 2 levels! This luxurious home offers two very large bedrooms, one full and one half bathrooms! Complete with additional storage space in the basement, central A/C, and in-unit laundry! Don't Miss this Outstanding rental opportunity!|10|12/19/2017 10:47:00 AM|3070|Suffolk|MA|C|5|2|1|1|N|1|0|1424|1f;1h
RN|72265107|TM301863|AN0353|ACT|15000|1|Franklin Street|5005|1|108|02110||Spectacular 3 BR, 3.5 BA, 2,196 sq.ft. corner home featuring panoramic city skyline and harbor views. The functional split floor plan is ideal for families or urbanites with frequent guests, and the 760 sq.ft. of open-concept living, dining and kitchen space flow beautifully together. The backdrop of it all is a spectacular city view unseen in any other building. Enjoy sunrise views with coffee in the dining area or watch cruise ships come into the harbor. The master suite's 5-piece, Poggenpohl spa bath features a freestanding soaking tub that is the perfect hideaway in the sky. The home includes 2 valet parking rights plus all the Millennium Tower amenities: valet, doorman, 24-hour concierge, two-story Club w/ private dining and bar, outdoor terrace, a 75-ft indoor pool, FLX Wellness: the most advanced fitness program in Boston, FLX Salon & Spa by Marc Harris, the exclusive La Vie lifestyle program and more.|30|12/19/2017 10:51:00 AM|0|Suffolk|MA|C|5|3|3|1|Y|2|2196|2196|3f;1h
RN|72265160|TM311667|AN1547|ACT|3000|1306|Columbia Rd|2B|1||02127||1104 sqft sun soaked condo located right on the water! This unit comes with washer and dryer in unit, private outdoor space, central air and one off street parking spot...what else do you need! Professional managed building and amazing location. Close proximity to the beach, public transportation and dog park. Pictures reflect previous owner's furniture and unit is currently vacant of all furniture. Unit recently repainted and ready for move in.|9|12/19/2017 2:15:00 PM|1778657340|Suffolk|MA|C|4|2|2|0||1|1104|1104|2f;0h
RN|72265203|CT002835|B99241|ACT|3600|202|W 8th Street|1|1|005|02127||Amazing Renovated 1st floor condo with 3 bedrooms, 2 full bath, updated kitchen with Stainless Steel appliances, refinished hardwood floors and freshly painted. READY for you to move right in! Available February 1st.  Easy distance to the T and all the bustling restaurants and bars on West Broadway.    Great floor plan with living room, kitchen, full bath and large bedroom on first floor, 2 bedrooms and full bath on basement level.    Central air for those hot summer days.    Tenant pays first month rent, broker fee, security deposit and utilities, 12 month lease minimum, prefer 16 months to May 31, 2019|12|12/19/2017 4:20:00 PM|12286|Suffolk|MA|D|5|3|2|0|N|0|0|1013|2f;0h
RN|72265204|BB801267|AN1594|ACT|1850|36|Milton Ave.|3|1|002|02124||TOP FLOOR & RENOVATED...3 bedroom unit with open floor plan.  Gleaming wood floors, ceramic tile bath and kitchen.  Private front porch.  New eat in kitchen with stainless stove & microwave.  Stone counter and double sink.  Pantry w/Fridge.  Gorgeous bathroom with new fixtures and large walk in shower.  Available now for $1850|15|12/19/2017 4:25:00 PM|0|Suffolk|MA|D|5|3|1|0||0|4973|1050|1f;0h
RN|72265289|CT003391|NB1863|ACT|4200|1|Franklin Street|1414|1|108|02110||One bedroom at Millennium Tower, Boston's newest full service luxury residence.  All the bells and whistles at this building including 24-hour five-star concierge service, uniformed doorman & pager, onsite management, maintenance, and round the clock security.  Two story club level space includes resident lounge with food and beverage service, private dining room, full size lap pool with hot tub, 10,000 square foot fitness facility with cycling, yoga, & TRX studios, expansive roof terrace beautifully landscaped and furnished with fire pit, private resident cinema, library, and billiards room!  Unit 1414 features 798 square feet of living space with a efficient floor plan.  Great natural light in this unit with floor to ceiling windows.  Top of the line open concept kitchen.  Stone appointed bathroom.  In unit washer and dryer.  Walk in closet in the bedroom.|20|12/20/2017 10:08:00 AM|0|Suffolk|MA|C|3|1|1|0|N|0|798|798|1f;0h
RN|72265292|CT003391|NB1863|ACT|4000|580|Washington Street|614|1|108|02111||One bedroom available for lease at Millennium Place!  Spacious living room with open concept kitchen appointed with the highest end finishes and fixtures.  Hardwood floors through out!  Marble appointed bathroom with bath tub and walk in glass enclosed shower.  Floor to ceiling windows overlooking garden courtyard.  Five-star and full service urban living at its finest, everything you need at your finger tips at Millennium Place one of Boston's most sought after buildings! Millennium Place features 24-hour full service concierge, uniformed doorman and porter/pager, resident club level with dedicated concierge offering unparalleled services and amenities. Valet parking at Millennium Place available for rent.  Available for March 1st or sooner!|15|12/20/2017 10:11:00 AM|0|Suffolk|MA|C|3|1|1|0|N|0|799|799|1f;0h
RN|72265371|BB803424|BB5404|ACT|4000|38|Harvard Street|1|1|018|02129||This exquisite home located in the Harvard Mall Gaslight District offers high ceilings, large windows with great views, and is tastefully renovated with an open floor-plan. Great location within walking distance of the North End, North Station, and Charlestown Navy Yard. The living room with fireplace and built ins overlooks the John Harvard Mall. The open kitchen with stainless steel appliances, honed granite counters, and an island creates great entertaining space. The deck off of the first floor extends the living area, and includes built-in surround sound. Half bath and a generous closet complete the first floor. The lower level offers a large master bedroom with a walk in closet and newly renovated bathroom, with over-sized glass enclosed shower. Second bedroom has an en-suite bathroom and walk in closet. Laundry in unit.|17|12/20/2017 2:49:00 PM|0|Suffolk|MA|B|5|2|2|1|Y|0|9999|1403|2f;1h
RN|72265375|TM311911|NB4583|ACT|4535|1|Canal St.|820|1|103|02114||BROKER FEE PAID BY LANDLORD | PET FRIENDLY LUXURY LIVING -- Welcome to the ultimate residential experience. This luxurious apartment offers floor to ceilings windows with hardwood flooring throughout. The stylish kitchen features quartz countertops, a center island, GE stainless steel appliances, and a sleek glass backsplash. Enjoy laundry in unit plus two modern bathrooms with a glass walk-in shower in the master bedroom. World class amenities include the rooftop social lounge with panoramic city views boasting a heated swimming pool, cabanas and movie theater. Work out in the sprawling fitness center with yoga and spin studio -- or let your inner-chef embrace the grills in the courtyard! This pet-friendly community has your paws covered with a self-service pet spa, and outdoor dog run! Moments to Financial District, Boston Common and MGH with 24 hour concierge.|10|12/20/2017 3:07:00 PM|0|Suffolk|MA|D|4|2|2|0||1|999999|1060|2f;0h
RN|72265376|BB922119|BB5774|ACT|3000|35|Harborview St|1|1|002|02125||Fabulous apartment in highly desirable Savin Hill/JFK area.  Very close to UMASS Boston.  Apartment features generous size living room, large eat in kitchen, and 4 large bedrooms, 1.5 baths.  Gleaming hardwood floors, newer windows, and updated baths.  New kitchen with granite countertops, stainless steel appliances.   Huge rear deck, yard, and laundry in building, Close to many area amenities, Highway and JFK T station.  Available Now.  No Smoking.  Some pets ok with restrictions.  Please ask for details.|14|12/20/2017 3:13:00 PM|0|Suffolk|MA|D|6|4|1|1||0|0.05|1134|1f;1h
RN|72265401|BB900921|BB2450|ACT|3200|37|Beacon Street|43|1|102|02108||FURNISHED corner 2 bedroom/1 bath in popular Beacon Hill location available for a 3 - 6 month  lease term, ideal pied a terre, close to both Charles Street's great shops and restaurants, as well as Back Bay attractions. Comfortably furnished and accessorized, this unit offers a well proportioned living/dining room, eat in kitchen and nice size bedrooms. There is excellent closet space and hardwood floors throughout.  Professionally managed elevator building with a large common roofdeck offering terrific city views, common laundry and a recently renovated  lobby.  Red and Green Line access via Park St or Charles St T.   Full time or reverse commuter rate parking available at the Common garage very close by. No pets, smokers or students.|11|12/20/2017 4:47:00 PM|0|Suffolk|MA|C|4|2|1|0|N|0|999|995|1f;0h
RN|72265409|C8000142|AC2435|ACT|4100|38|Hanson|2-3|1|104|02118||HAPPY HOLIDAY'S! Start the New Year in a Fantastic Duplex Condo, with THE BEST Location! Totally RENOVATED Two Bed Upper Floor Condo on Hanson Street. BOTH BEDROOMS w/ Brand NEW PRIVATE/Master BATHROOMS including Radiant Heat. Both Bathrooms Have Large Windows & Great Natural Light. Modern Kitchen featuring Granite Counter Tops, New Cabinets and Stainless Appliances, incl. Dishwasher & GAS Stove. OPEN FLOOR PLAN with Great Light. 2 Private NEWLY Done HUGE Decks. Hardwood Floors. NEW in Unit Washer & Dryer. Steps to Restaurants, Bars, Parks, etc. See it and You'll Love it. Pets allowed! ( addl $100)|30|12/20/2017 5:15:00 PM|-1758461968|Suffolk|MA|C|4|2|2|1|Y|0|9999|1100|2f;1h
RN|72265423|CN207454|AN0907|ACT|1750|31|Delle|A|1|107|02120||Availanle 09/01/2018  Fantastic one bed on Mission Hill w/ newer hardwood floors, granite counters & back splash, beautiful decorative marble fireplace, gas range, modern bath and more. Hot water, water & sewer, and refuse removal are included in the rent. Just minutes on foot to the Orange Line and close walking distance to local hospitals and universities.|4|12/20/2017 6:21:00 PM|0|Suffolk|MA|B|2|1|1|0||0|99999999|450|1f;0h
RN|72265425|CN207454|AN0907|ACT|2900|3140|Washington|3|1|007|02130||Updated 4 Bedroom Apartment 2 Blocks to Stony Brook Station and a Five Minute Drive to the Longwood Medical District - Features Include: Free In-Unit Laundry, Two Off Street Parking Spaces, Dishwasher, Private Deck, & More. Available 09/01/2018|4|12/20/2017 6:31:00 PM|14333|Suffolk|MA|B|6|4|1|0||2|999999|900|1f;0h
RN|72265367|BB808601|AN0128|ACT|2250|51|Hancock St|5|1|102|02114||Available now! Located on the top of Hancock Street, this adorable Beacon Hill one bed boasts high ceilings, hardwood floors,  a wonderful decorative marble fireplace and a recently redone kitchen and bath. Extra storage space abounds with even separate room for your bike.  Common in building laundry and an outdoor patio further compliment this condominium quality unit. Pet  friendly makes it the ideal choice for you and your four legged friend.|10|12/20/2017 2:26:00 PM|0|Suffolk|MA|C|3|1|1|0||0|999|400|1f;0h
RN|72265452|CT000989|BB1494|ACT|1800|5|Temple|3|1|009|02132||This third floor apartment offer hardwood floors, washer/dryer in unit, parking and more.  Conveniently located close to the T, walking distance to Centre Street.|9|12/20/2017 8:47:00 PM|0|Suffolk|MA|D|5|2|1|0||1|5936|12000|1f;0h
RN|72265488|CN209479|NB1579|ACT|2800|110|Charles Street|4|1|102|02114|||10|12/21/2017 8:28:00 AM|0|Suffolk|MA|D|3|1|1|0||0|99999999|575|1f;0h
RN|72265493|NB110553|NB9588|ACT|2300|1831|Hyde Park Avenue|2|1|05T|02136||Three Bedrooms are Now Available for Roommates or Other Qualified Applicants for This Beautifully-Renovated Apartment Whose Fourth Bedroom is Currently Occupied and Which Sits on the Second Floor of a Quiet, Two-Family Residence in Wolcott Square Near the Readville Commuter Rail Station. The Granite-Countered Galley Kitchen w/Stainless Steel Electric Stove, Microwave, Dishwasher, and Refrigerator Adjoins a Spacious Dining Area and Living Room Which Offer an Abundance of Light. In Addition, The Freshly-Painted Unit Features Central-Air Plus Natural Hardwood Floors Throughout, and Outdoor Space Includes a Shared Rear Porch and Yard.  Enjoy Close Proximity to Public Transportation, Natural Scenic Venues Like Sprague Pond and the Blue Hills Reservation, as well as Local Convenient Commodities Like Stop & Shop and Walgreens on Truman Parkway. Good Credit and References Required. Pets Not Allowed and Smoke-Free Residence.|7|12/21/2017 8:32:00 AM|63|Suffolk|MA|D|5|3|1|0||0|3334|1650|1f;0h
RN|72265516|CN214260|AN3232|ACT|2300|5|Hancock Street|1|1||02129||Charming Charlestown row house spread over two levels just 1 block to the Bunker Hill monument. Hardwood floors throughout with tons of natural sunlight and PRIVATE deck off the kitchen. Large master bedroom with 2 spacious closets, built in shelving and large windows. Expansive, sunny living room with original tin ceiling detail. Open Kitchen with unique vaulted ceiling, 2 sky lights as well as a Built in Gas Fireplace, Granite Counter tops, Stainless appliances: Fridge, Dishwasher, Microwave, Disposal, Gas Range and wine rack. New bathroom with Marble, Extra Large bathtub, Kohler Vanity and Hardware. Lower level features large bedroom, an updated half bath and laundry room with plenty of storage.|14|12/21/2017 9:53:00 AM|0|Suffolk|MA|B|7|2|1|1||0|99999|1000|1f;1h
RN|72265527|CN206619|AN0500|ACT|2200|425|Seaver Street|2|1||02121||This three bedroom and two bathroom newly renovated bi-level unit is available immediately. The first floor consists of a kitchen, bathroom, living room, and bedroom. The second floor of the bi-level contains two bedrooms. One of the bedrooms has it's own bedroom. The landlord is seeking applicants with a strong credit, work history, and references. The unit is also certified deleaded and documentation can be provided upon request. Please call when you are ready to come and view the unit.|3|12/21/2017 10:57:00 AM|0|Suffolk|MA|D|7|3|2|0||0|1200|1200|2f;0h
RN|72265604|BB809227|BB5522|ACT|1850|59|Colborne Rd|6|1|011|02135||Amazing 1 bedroom condo with a pool and off-street parking. This apartment is in great condition. It features large eat-in kitchen, spacious bedroom and living room, renovated a few years ago bathroom, hardwood floors throughout, and wall AC. Heat and hot water are included in rent, and there is common laundry on-site. Conveniently located near the Green line T. Enjoy the building’s swimming pool in the summer, and the luxury of your own off-street parking space (included in rent).|7|12/21/2017 3:45:00 PM|0|Suffolk|MA|C|2|1|1|0||1|99999|600|1f;0h
RN|72265624|CN211325|AN3527|ACT|2275|12|Forest Hills St|3|1|05I|02130||This ideal JP 3 bedroom 1 bath condo available 10/17/17 is just for you. This light filled 3rd floor condo offers a flexible floor plan, perfect for entertaining, with a large eat-in kitchen, in unit laundry, 3 bedrooms, and 2 decks is perched among the tree tops. The bathroom has been updated as well as the lighting fixtures and doors. The ceilings and hardwood flooring throughout have incredible detail you have to see for yourself. The exposed brick makes the unit modern and the cabinet/closet space makes the unit practical as well.     The unit is close to all that Centre street has to offer, parks, shops, and most importantly the T.|15|12/21/2017 4:53:00 PM|0|Suffolk|MA|C|5|3|1|0||0|1100|1004|1f;0h
RN|72265628|CT003387|NB2211|ACT|2800|41|Thomas Park|1|1|05D|02127||Beautiful Thomas Park bi-level 2 bedroom with two private outdoor spaces made up of a private deck and a large rear yard with a patio. This amazing place comes with a remodeled bathroom. The open kitchen includes a new range, and refrigerator. There is a massive walk-in closet next to one of the bedrooms. Lastly, a brand new washer/dryer in unit has been installed. Additional storage available.|10|1/4/2018 1:48:00 AM|64506|Suffolk|MA|D|6|2|1|0||0|99999999|1200|1f;0h
RN|72265643|BB902517|BB6400|ACT|2200|224|Jamaicaway|8|1|007|02130||Intelligent and balanced layout in this 900SF top-level apartment! This home features hardwood floors and a renovated bathroom with granite countertop. Kitchen is in good condition with a full pantry and new SS fridge. 2 equally-sized bedrooms, living room, dining area, kitchen, and good closet space. Lead certified treated. Well-maintained building with common laundry, a bicycle storage room and regular cleaning / landscaping / snow removal. Close to area restaurants and Whole Foods! Close to Longwood Medical, Brookline and Jamaica Pond. 1 Parking space available to rent ($125/mo extra), or take the Green Line, Orange Line or 39 Bus to Downtown Boston.    3/1 move in date with some flexibility possible - Please ask! Landlord requires a summer 6/1 - 9/1 lease renewal date and appreciates longer-term tenants. Sorry, no pets, smoking, or undergrads.|9|12/21/2017 7:39:00 PM|0|Suffolk|MA|D|5|2|1|0||1|9999999|900|1f;0h
RN|72265672|K8000931|BB5474|ACT|3300|8|Whittier Pl|23E|1|109|02114||VIEWS! VIEWS! & MORE VIEWS! Stunning corner unit offers breathtaking views of the harbor, ocean&Boston skylines from the huge Living Room & Bedroom. Romantic & amazing Charles River views from the private Master Bedroom Suite. Newly renovated 2BR, 2BA unit at desirable Whittier Place at Charles River Park on the 23rd floor--just one floor under the penthouse level. Brand new modern&contemporary kitchen w/granite&wood countertop that opens to the spacious Living Room/Dining Room.2 brand new sexy bathrooms. Brand new floorings throughout&newly painted interior.Lg MBR w/private master bathroom&walk in closet. Professionally managed condo building w/ 24HR concierge&security. Walkscore 92- walk to MGH, MEEI, Whole Foods, red, orange or green line T station, commuter rail,Charles River, trails,Beacon Hill &Downtown.MGH health club right adjacent to the bldg w/ pools & tennis courts is available to join. Available to move in immediately.|26|12/22/2017 1:56:00 AM|0|Suffolk|MA|C|4|2|2|0|Y|0|0|1224|2f;0h
RN|72265681|BB980400|BB2435|ACT|3000|19|Revere St|2|1|102|02114||LOCATION, LOCATION, LOCATION. Updated lovely  two bedroom condo corner unit, just painted , new hardwood floors installed and a new washer and dryer in unit. Full of light through eight large windows,  a maple kitchen with granite counters, roof  deck,  close to hospital, train, shops, park, restaurants, Whole Foods and much more.  Professional management. Available immediately|8|1/8/2018 6:33:00 PM|766|Suffolk|MA|C|4|2|1|0||0|0|570|1f;0h
RN|72265758|TM304251|BB8111|ACT|3000|100|Lovejoy|9Q|1|106|02114||Brand new construction completed in 2017! This unit was beautifully designed with natural materials such as wide-plank oak, bronze and marble to create a unique offering that combines classic luxury with the neighborhood’s discerningly modern setting. The kitchen features stainless appliances including wine cooler, with handset tile backsplash over quartz counter tops, and the bathroom boasts a deep-soaking tub with an elegant vanity. Heat, hot water, water are included in rent. Occupants also have free access to the common amenities, including over 2,000 sf health & wellness space, and a roof top sun terrace with magnificent views. The building has an unparalleled suite of services and amenities. A dynamic location on the waterfront and in the heart of the city. Less than 5 minutes to North Station (Green/Orange Line and Commuter Rail). Ready for occupancy!|12|12/22/2017 5:23:00 PM|0|Suffolk|MA|D|3|1|1|0|N|1|9999999|600|1f;0h
RN|72265747|BB901191|BB4930|ACT|3200|1|Nassau Street|1603|1||02111||A high floor 2 BR / 2 BA condo unit with fantastic city views from all floor to ceiling windows. The Metropolitan is located by Tufts Medical Center, minutes to Tufts Medical and Dental Schools. Close to all T lines and Silver Bus line on Washington St., the Financial District and all major highways. This building features 24/7 concierge , central heat and AC, in-unit Bosch washer / dryer. Gas for cooking is included in the rent, tenants pay for just electricity and Comcast. Granite countertops, microwave / exhaust. Two blocks to the largest Whole Foods in Boston. Tenants cannot have pets.  Garage valet parking might be available for additional $ 280.00 .   $ 200.00 move-in fee.|22|12/22/2017 4:26:00 PM|65535|Suffolk|MA|C|5|2|2|0|Y|0|9999|814|2f;0h
RN|72265810|BB804827|AN3813|ACT|2850|35|Violet St||1|003|02126||Group Showing Saturday,January 13, 2017, 2-3pm. This contemporary single family house, with all of the amenities, is looking for you.  The accepted applicant will have the opportunity to experience home ownership.  The house sits on a corner lot with 4 levels of living, all floors have been freshly polished and most walls have been freshly painted.  The kitchen features 3 sinks, under cabinet lights, stainless appliances, hardwood floors, and access to the family room, which leads to the deck.  I look forward to meeting you on Saturday.|24|12/23/2017 4:29:00 PM|0|Suffolk|MA|A|7|3|2|1|N|4|4535|1728|2f;1h
RN|72265827|CN209680|AN0715|ACT|2730|275|Medford St.|515|1|018|02129||If you are ready to adopt new, modern style of living, look no more. Original architectural touches, industrial vibe, modern finishes and the price tag 30% less than similar apartments throughout Boston will leave you with nothing to wish for. Bring your pets, they are always welcome here.    UNIT FEATURES: Exposed brick walls, beams, high ceilings, oversized windows, easy to clean Terrazzo flooring, quartz countertops, energy efficient stainless steel appliances, washer/dryer in unit, central heat/air, soft close kitchen cabinets/drawers    BUILDING FEATURES: Common roof deck with an amazing views, controlled access elevator  building, garage and off street parking available, bike storage, in home massage/housekeeping/ Black Car service offered, 24/7 concierge service, gym/tennis court/pool, on site coffee shop.     Pricee subject to change. Price listed is for the 15 moths lease.   Applications submitted the day of the showing will receive 2+ weeks free, depend|7|12/24/2017 12:42:00 AM|0|Suffolk|MA|D|2|1|1|0||0|837|837|1f;0h
RN|72265852|CN209513|AC0566|ACT|2250|1767|Commonwealth Ave|2|1|011|02135||**UNIT UNDER RENOVATION: Will have fresh paint and one brand new bathroom**Beautiful, renovated 2 bedroom, 2 bath duplex with 1 parking space. Hardwood floors, high ceilings throughout. Decorative fireplace and exposed brick. Fully applianced, full-sized kitchen with wood cabinetry including oven-range, microwave, dishwasher and fridge. Steps away from Boston College. ONE minute to Green "B" Line Chiswick Rd Station. Steps to restaurants, shops, Whole Foods, Cleveland Circle and Washington Square. Small dogs under 15lbs.|6|1/14/2018 4:12:00 PM|0|Suffolk|MA|D|3|2|2|0||1|0|850|2f;0h
RN|72265884|TM326181|BB2054|ACT|3200|100|Lovejoy|5H|1|103|02114||Expansive 1 bedroom 1 bathroom new construction condominium at Lovejoy Wharf with panoramic views of the Zakim Bridge.  Amenities include a 24/7 concierge, doorman, elevator, multiple clubrooms, fitness center and a massive common roof deck with multiple seating areas, gas grills and panoramic views of downtown Boston and Cambridge. The kitchen features stainless appliances including wine cooler, tile backsplash and quartz counter tops.  This residence has never been lived in and won't last long!|14|12/26/2017 10:16:00 AM|77819|Suffolk|MA|D|3|1|1|0||0|9999|795|1f;0h
RN|72265930|BB921300|NB3006|ACT|2750|595|Tremont|3|1|104|02118||Available Now..Short Or Long Term Lease....One Large bedroom (Queen Size Bed)  & One Smaller Room could be used as second bedroom Or office Space (Full Size Bed) on Tremont St directly on " Restaurant Row". Located on the 3rd floor, this apartment is a floor - thru occupying the entire 3rd floor. Large bedroom offers a gigantic walk in closet! All hardwood floors. Galley style kitchen. Large open flowing combined living / dining room w/ decorative mantel. Well behaved pets negotiable. 6-18 Month lease term.|10|12/26/2017 1:30:00 PM|15356|Suffolk|MA|D|4|1|1|0||0|750|750|1f;0h
RN|72265934|CN214067|BB8064|ACT|4500|18|Dustin|-|1||02135||Well over 2000 Sqft of lving in this 3 level townhome rental. Brand New Kitchen and Bathrooms (2) Pet Friendly and exclusive laundry in basement. Formal living dining and family room. Large back yard great for entertaining. Less than a half mile to Green Line!!|12|12/26/2017 1:44:00 PM|15356|Suffolk|MA|B|7|5|2|0||0|99999|2000|2f;0h
RN|72265954|TM310284|AN2383|ACT|3300|108|St. Botolph Street|FURNISHED|1|101|02115||FULLY FURNISHED including all utilities (basic cable and internet). Spacious 1 bed, 1 bath condo in the most convenient location bordering Boston's South End and Back Bay. This well laid out condo has hardwood floors, decorative fireplace, built in bookshelves, in-unit washer and dryer, Bosch stainless appliances with gas cooking, granite counters, walk-in shower and a large bedroom with plenty of light. The bow front dining area overlooks the tree-lined St. Botolph Street and views of the John Hancock tower are right outside your door. A stones throw from all that the South End and Back Bay have to offer - Copley Plaza, Prudential Center, MBTA stops, shopping and great restaurants. Incoming tenant to pay first, last, security and full broker fee equal to one months rent due at lease signing. Available 2/1. **Also available unfurnished for $2950/mo - utilities separate.**|14|12/26/2017 3:03:00 PM|0|Suffolk|MA|C|4|1|1|0||0|9999|700|1f;0h
RN|72265956|TM310284|AN2383|ACT|2950|108|St. Botolph Street|2|1|101|02115||Spacious 1 bed, 1 bath condo in the most convenient location bordering Boston's South End and Back Bay. This well laid out condo has hardwood floors, decorative fireplace, built in bookshelves, in-unit washer and dryer, Bosch stainless appliances with gas cooking, granite counters, walk-in shower and a large bedroom with plenty of light. The bow front dining area overlooks the tree-lined St. Botolph Street and views of the John Hancock tower are right outside your door. A stones throw from all that the South End and Back Bay have to offer - Copley Plaza, Prudential Center, MBTA stops, shopping and great restaurants. Heat and hot water included. Incoming tenant to pay first, last, security and full broker fee equal to one months rent due at lease signing. Available 2/1. **Also available FULLY furnished for $3300/mo including utilities, basic cable and internet.**|14|12/26/2017 3:13:00 PM|0|Suffolk|MA|C|4|1|1|0||0|9999|700|1f;0h
RN|72265990|NB900679|NB9257|ACT|1900|56|Seymour St|4|1|008|02131|||5|12/26/2017 5:01:00 PM|0|Suffolk|MA|D|4|2|1|0|N|1|4506|900|1f;0h
RN|72265991|CT009041|BB5918|ACT|3500|66|Waltham Street|43|1|104|02118||Gorgeous two bedroom, one bathroom unit in the historic Hotel Union building. Prime South End "8 Streets" location just steps from the Orange Line and Silver Line (T), Coppa, Kava, Barcelona Wine Bar, BU Medical Center, and much more. Numerous wonderful features including soaring ceilings, crown molding, hardwood floors, central air with Nest Thermostat, maple fireplace, in-unit laundry, and custom built-in shelving. The east facing third floor unit gets ample sunlight through the over-sized windows. The kitchen is currently being renovated and has a spacious dining area directly off it. The bedrooms are both large making the apartment perfect for any living situation. Don't miss this South End gem! Sorry no undergrads or pets allowed. Available January 15th.|9|12/26/2017 5:06:00 PM|0|Suffolk|MA|C|5|2|1|0||0|9999|950|1f;0h
