PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|72432848|A9500584|NB9160|ACT|2200|129|Cummins Hwy|2|1|008|02131||Unit is in great location close to Roslindale square just a walk down to the Registry and other Amenities.   Bright ,Rare 4bedrooms with many windows.  This unit is on the 2nd and 3rd floors.|8|12/14/2018 11:23:00 AM|1006665979|Suffolk|MA|D|7|4|1|1||1|3210|1576|1f;1h|N||||
RN|72432874|BB805043|NB1520|ACT|4900|28|Exeter Street|503|1|101|02116||1.5 MONTHS RENT FREE AND NO FEE!!!  Live in the heart of the Back Bay with everything you need right outside your front door on NEWBURY STREET!!! This fifth floor 2 bedroom apartment is 940 square feet and has all the amenities. Some of the features include hardwood floors, granite counters with stainless steel appliances, 2 large bedrooms, modern bath with upgraded finishes, central air conditioning, 24 hour concierge, elevator, and much more. HEAT AND HOT WATER INCLUDED!  A MUST SEE!!|4|12/14/2018 12:18:00 PM|2097151|Suffolk|MA|D|4|2|1|0||0|9999|940|1f;0h|N||||
RN|72432881|TM323727|AN4341|ACT|1200|308|Talbot Ave|B|1||02124||Please note this is a roommate shared rental.  There are two bedrooms in this condo and one is already occupied and the other one (this one) is for rent.  Rent ONE bedroom in this stunning, completely updated, townhouse style condo, amidst a superb location within walking distance to shops, restaurants and transportation!  Beautifully updated and open concept main level, with hardwood floors throughout!  Bedrooms are located on the top level, with the convenience of the washer and dryer right outside your bedroom door!  If you're looking for outdoor space in the city, step outside onto the large deck overlooking the fenced in backyard! Condo is a "smart" unit and you're able to control everything on an app, with the touch of a finger!  Plenty of parking available on the street!  All utilities are included! References and credit check required.|14|12/14/2018 12:36:00 PM|0|Suffolk|MA|C|7|1|2|0|N|0|99999|1710|2f;0h|N||N||
RN|72432916|NB115383|AN3860|ACT|3000|174|Newbury Street|6|1|101|02116||Finest in city living now found on Newbury Street. Top floor one bedroom located on one of the most desirable blocks between Dartmouth and Exeter Streets. High end updates. Kitchen professionally designed with island sink and counter. All new stainless steel appliances, including  electric stove, refrigerator, built in microwave and dishwasher. New Mitsubishi electric heating and A/C units. LED recessed lighting throughout. In unit Bosh stackable washer/dryer. Refinished hardwood floors. Exposed brick walls. This unit has it all. **NO UNDERGRADS**|20|12/28/2018 4:00:00 PM|536970071|Suffolk|MA|D|2|1|1|0||0|99999|572|1f;0h|N||||
RN|72432936|BB815752|AC2118|ACT|2500|10|Auckland|2|1|05V|02125||Wonderful and recently refreshed 3 bed in PRIME Savin Hill location....Hardwood floors throughout....Steps to Dorchester Ave, Savin Hill T Station, Supermarkets, stores, Savin Hill Pub, Harp and Bard......short walk to South Bay Mall with brand new restaurants, 12 screen movie theater, Tj Maxx, Marshalls, Target, etc....and come the spring time super short walk to the beach and great walking/bike riding/dog walking trails. More photos to come this weekend!!|14|1/9/2019 2:42:00 PM|16541|Suffolk|MA|D|6|3|1|0||0|1500|1150|1f;0h|N||||
RN|72433001|CN205345|AC1396|ACT|2650|26|Hanson St.|2|1|104|02118||Sought after eight streets location! This spacious one bedroom condominium features a granite and stainless kitchen with a large breakfast bar.Open plan living-dining. Generously sized rooms with no wasted space. Large sun-filled bedroom. Wood floors and high ceilings throughout.In unit laundry. Unit has recently been painted. Just located around the corner from South End's best shopping and restaurants.|16|1/8/2019 5:50:00 PM|-1736244350|Suffolk|MA|C|3|1|1|0|Y|0|9999|583|1f;0h|N||N||N
RN|72433003|CN205567|AN0907|ACT|4000|59|Strathmore Rd.|1|1|04Z|02135||Brand new gut renovated four bed / two bath apartment in the heart of Cleveland circle. Right by Brookline with quick access to the Green Line (C) (D) (B). Be the first to live in this luxury unit. New kitchen with modern appliances. Sunny living room and bedrooms. Modern bathrooms. Laundry in unit. Awesome living space in a great location. Under renovation. Available January or 4400 for June, July, September.|4|12/14/2018 5:34:00 PM|0|Suffolk|MA|D|6|4|2|0|N|0|999|1600|2f;0h|N||||
RN|72433007|CN226161|AN0128|ACT|4400|32|Ward St.|3|1||02127||4 Bed/2 bath unit located in South Boston, very close to Joe Moakley Park and Carson Beach.  The unit is on the 3rd floor, and features tons of natural light.  Kitchen has beautiful granite counter tops with appliances that include an oven, range, microwave, dishwasher, refrigerator, and freezer.  Very close to Andrew red line T stop.|13|12/14/2018 6:23:00 PM|0|Suffolk|MA|D|7|4|2|0|Y|0|99999999|99999|2f;0h|N||||
RN|72433024|CN217750|BB3289|ACT|2050|520|TALBOT AVE|17|1||02124||Front facing unit in excellent condition, bright and sunny freshly painted two bedroom apartment with open floor plan, hard wood floors, modern eat-in kitchen with granite counter top and stainless steel appliances. Rent includes heat, hot water, water and one deeded off street parking. Coin-up laundry in the basement. Walking distance to shoppings, great restaurants, and Ashmont T-Station. Landlord pays half fee.|7|12/14/2018 8:34:00 PM|0|Suffolk|MA|C|4|2|1|0||1|0|750|1f;0h|N||||
RN|72433042|CN204591|BB5474|ACT|2000|235|Washington St|3|1||02121||This is  3th floor unit with 3 Bedrooms apartment and one full bath.  Hardwood Floors Throughout, Rear Porches. Just steps away from local bus stops with routes to Ashmont Station (Redline), Ruggles Station (Orange Line), and Dudley Station (Silver Line). Walking distance to Four Corners/Geneva Commuter Rail. The tenant pays first, Security, and one month broker fee.|9|12/14/2018 11:52:00 PM|4727292|Suffolk|MA|D|5|3|1|0||0|0.04|99999|1f;0h|N||||
RN|72433065|BB804213|BB3382|ACT|1995|4379|Washington St|1|1|008|02131||Beautiful Roslindale 2 bedroom, 1 bath unit featuring hardwood flooring throughout, high ceilings, good sized bedrooms, open concept floor plan with eat in kitchen and pantry. Near Fallon field and Adams Park. 1 parking space available for additional $50/month.  Water paid, tenant responsible for all other utilities. Laundry facilities next door.  Available Now!|8|12/15/2018 11:05:00 AM|256|Suffolk|MA|D|6|3|1|0||1|9999|1200|1f;0h|N||||
RN|72433085|CN231131|AN4894|ACT|5500|3|Wall||1|018|02129||Exquisitely preserved and updated 3 Story 1890 Victorian Charmer on quiet side street in sought after Charlestown, 3 BR, 2 Baths. Beautifully updated with wide pine flooring and exposed beams. Antiquity complemented by thoughtful kitchen and bath upgrades. Glass doored, paneled white kitchen cabinetry plus an epicurean’s choice Wolf Stove. Anderson French doors open to sunny deck overlooking private, fenced rear yard. Walk-out finished basement room, perfect for au pair or video entertainment center. 2nd floor has deep-soak, footed bathtub and pedestal sink, two bedrooms with closet and niche storage. 3rd level front to back, vaulted ceilinged room and bath used as Master Suite or Giant Wonderland Kids Playroom/loft with its own swing and stairway to a "Getaway" Roof Deck's sights and sounds of Holiday Fireworks. Side by side laundry. Walk to all Charleston/Boston. Also, for sale at at $1,350,000. Worker's Cottage next door is also for sale.|16|12/15/2018 3:14:00 PM|1150|Suffolk|MA|A|6|3|2|0||0|912|1693|2f;0h|N||||
RN|72433127|CN219589|AN0500|ACT|1500|8|Athelwold|3|1|05A|02124|||4|12/15/2018 9:47:00 PM|0|Suffolk|MA|D|4|1|1|0||0|0|750|1f;0h|N||||
RN|72433165|TM323356|AN2383|ACT|5500|9|Harcourt|306|1|101|02116||Triple exposure, expansive, open and bright 2 bedroom and 2 full bathroom condo with high ceilings in elevator building on cusp of Back Bay and South End. Master bedroom has an en-suite bathroom and walk-in closet. Washer and dryer in unit with ample closets and storage. Two direct access garage parking spots are included in rent. This home is adjacent to the Southwest Corridor, parks and gardens. Back Bay station and Prudential Mall close by. No pets per condo association. Tenant to pay 1/2 month fee only versus one month fee.|10|12/16/2018 1:31:00 PM|0|Suffolk|MA|C|3|2|2|0|Y|2|9999|1240|2f;0h|N||||
RN|72433197|BB814134|BB5919|ACT|2550|762|Tremont St|5|1|104|02118||Spacious 2 bed 1 bath located on an upper floor. Updated kitchen with dishwasher and disposal. Updated bath. Priv deck off livingroom, Laundry in unit, Bright and Sunny. Second bedroom makes a great office or guest bedroom but doesn't work for roommates. Laundry in unit. Hardwood floors throughout, Owner will consider a pet if tenant has references. Unit has been deleaded and owner has certs.|8|12/16/2018 5:16:00 PM|190|Suffolk|MA|C|4|2|1|0|N|0|9999|800|1f;0h|N||N||
RN|72433241|CN221752|NB4248|ACT|4250|100|Arlington St|15G|1|101|02116||Prices are exclusive of any taxes or utilities. This beautifully furnished 1 bedroom apartment in Back Bay, is available and ideal for mid to long-term stays (1-12+ months). Key Features: Designer and custom made furniture, Full kitchen equipment, Quality 5-star hotel mattress, linen & towels, Wide-screen TV, Wifi Speaker, Coffee Maker, In-unit washer & dryer. Building: Fitness Center, Basketball Court, Game Room, Private Entertainment Lounge, Spa, Concierge Service, Bike Storage, Parking, Pet-friendly. ( id 2)|11|12/17/2018 6:19:00 AM|0|Suffolk|MA|D|3|1|1|0||1|660|660|1f;0h|N||||
RN|72433242|CN223436|BB2054|ACT|3200|387|West Broadway|5|1|005|02127||Ideally located in the heart of South Boston, this two bed/two bath penthouse home is in a 6 Unit, 2016 ground up new construction building. Offering an open concept living experience the kitchen features granite counters, SS appliances including gas range, white cabinets and ample storage. King-sized master bedroom offers a generous walk in closet and its own en-suite bath.  Second queen sized bedroom features a double closet with the second full bath conveniently located across the hall.  Hardwood floors throughout, central AC, in unit laundry and a large dedicated storage locker completes this wonderful apartment. Pets allowed with owners approval. Great opportunity to live in close proximity to all that Southie has to offer with Loco, Lincoln, Capo and Café Nero one block away. Public transportation (Number 9 Bus) outside your front door will take you into the South End/Back Bay or towards City Point and the beaches. Broadway T (Red Line) is a 10 min walk away. Available 2/1.|11|1/7/2019 6:39:00 AM|3070|Suffolk|MA|D|5|2|2|0|Y|0|99999|960|2f;0h|N||N||
RN|72433243|CN221752|NB4248|ACT|3950|100|Arlington St|9F|1|101|02116||Prices are exclusive of any taxes or utilities. This beautifully furnished 1 bedroom apartment in Back Bay, is available and ideal for mid to long-term stays (1-12+ months). Key Features: Designer and custom made furniture, Full kitchen equipment, Quality 5-star hotel mattress, linen & towels, Wide-screen TV, Wifi Speaker, Coffee Maker, In-unit washer & dryer. Building: Fitness Center, Basketball Court, Game Room, Private Entertainment Lounge, Spa, Concierge Service, Bike Storage, Parking, Pet-friendly. ( id 16). Photos are from a similar property. Our interior decorating team is currently working on the furnishing. The furniture and equipment will look almost identical, but some differences in layout must be expected.|11|12/17/2018 6:33:00 AM|0|Suffolk|MA|D|3|1|1|0||1|660|660|1f;0h|N||||
RN|72433250|CN221752|NB4248|ACT|3495|110|Beverly St|431|1|103|02114||Prices are exclusive of any taxes or utilities. This beautifully furnished studio in North End is available and ideal for short to long-term stays (1-12+ months). Key Features: Designer and custom made furniture, Full kitchen equipment, Quality 5-star hotel mattress, linen & towels, Wide-screen TV, wifi speaker, coffee maker, In-unit washer & dryer. Building: Fitness Center, Rooftop Terrace, Indoor Sports Court, 24-Hour Doorman, Pet-friendly. (id 13)|14|12/17/2018 7:52:00 AM|0|Suffolk|MA|D|2|0|1|0||0|576|576|1f;0h|||||
RN|72433254|CT008597|AN2633|ACT|1800|36|Gardena Street|3|1|011|02135||An excellent and well-kept 2 bedroom,1 bath apartment right in the heart of Brighton! Apartment is on the 3rd floor of a 3-family house. New range and refrigerator in the kitchen. Newly-painted bedrooms and new fixtures/sconces as well. Washer and dryer included. Green Line and T buses within walking distance. Come and check it out because this apartment will go fast!|9|12/17/2018 8:06:00 AM|0|Suffolk|MA|D|4|2|1|0|N|0|3267|1200|1f;0h|N||N||N
RN|72433273|CN221752|NB4248|ACT|3250|411|D St|N502|1|005|02210||Prices are exclusive of any taxes or utilities.  This beautifully furnished studio in South Boston is available and ideal for short to long-term stays (1-12+ months). Key features: Designer and custom made furniture, Full kitchen equipment, Quality 5-star hotel mattress, linen & towels, Wide-screen TV, wifi speaker, coffee maker, In-unit washer & dryer. Building: Fitness center, Bike Storage, Game Room, Concierge Service, Rooftop terrace, Lobby, Pet-friendly. (id 45).|13|12/21/2018 7:23:00 AM|4096|Suffolk|MA|D|2|0|1|0||1|473|473|1f;0h|N||||
RN|72433277|CN221752|NB4248|ACT|3495|411|D St|N215|1|005|02210||Prices are exclusive of any taxes or utilities. This beautifully furnished 1 bedroom in South Boston is available and ideal for short to long-term stays (1-12+ months). Key features: Designer and custom made furniture, Full kitchen equipment, Quality 5-star hotel mattress, linen & towels, Wide-screen TV, wifi speaker, coffee maker, In-unit washer & dryer. Building: Fitness center, Bike Storage, Game Room, Concierge Service, Rooftop terrace, Lobby, Pet-friendly. (id 46).|14|12/20/2018 11:46:00 AM|1074710515|Suffolk|MA|D|3|1|1|0||1|775|775|1f;0h|N||||
RN|72433278|TM321203|AN4664|ACT|1550|139|Falcon St|1|1|019|02128||Great East Boston one bedroom on Falcon Street. Enjoy the patio on summer nights, and a short distance to the harbor and the newly revitalized waterfront. This unit is large, with an inviting kitchen and living space. Avail Jan 15th or Feb 1st.|1|12/17/2018 9:54:00 AM|18874364|Suffolk|MA|D|3|1|1|0|N|0|0|600|1f;0h|N||U||
RN|72433293|BB911026|BB7068|ACT|3600|335|Dorchester Street|335|1|43W|02127||4BR / 1BA available now.   This spacious duplex apartment has 6 rooms across the second and third floors. Space includes 4 bedrooms, 1 bathroom, a living room, a large kitchen, a deck off the kitchen, private laundry room with washer and dryer, in unit, and more. Two bedrooms on each floor. Two with hardwood floors, and two carpeted. One with attached walk-in closet. Tons of storage space, high ceilings, and natural light!     Street parking available by permit. Close to Red line at Andrew Square, minutes away from Northeastern, Emerson, BU, UMASS Boston, financial district, downtown crossing, etc. Several minute walk to the Moakley Park on Day Boulevard and Carson Beach.    Apartment is being offered by owner, and available 9/1. No rental fee if booked directly. Available immediately for showings. A day notice is preferred. First, last & security|12|12/17/2018 10:29:00 AM|0|Suffolk|MA|B|6|4|1|0|N|0|0.08|9999|1f;0h|N||N||N
RN|72433295|CN210218|AN2383|ACT|5000|100|Lovejoy Pl|6E|1|103|02114||WATER VIEW AND NO FEE!  This gorgeous 940 SF condo at Lovejoy Wharf offers it all with incredible views of the Charles River, Boston Harbor, Zakim Bridge and 1 valet parking spot. This large 1 bedroom unit features an open living and dining room with water views. The kitchen is suited with Gaggenau and Bosch stainless steel appliances, custom oak cabinetry, handset tile backsplash and quartz countertops. The huge bathroom features marble tile and Kaldewei deep-soaking tub paired with a classic and elegant vanity. In-unit bosch washer and dryer. The king size bedroom suite offers 2 closets and northwest water views. Take advantage of the gym with water views, the club room, expansive roof terrace, library, pet care, bike storage, storage units (for rent) and an endless list of personal services.  5 min walk to North Station (T) or take the ferry out-front to Fan Pier in the Seaport District.|23|12/19/2018 1:34:00 PM|25165822|Suffolk|MA|C|4|1|1|0||1|0|940|1f;0h|Y|F,G|Y|A,F|
RN|72433300|A8000507|BB3284|ACT|3600|24|Lawn St|Middle Unit|1|107|02120||Townhouse unit with first floor living room, dining area, fully applianced kitchen and 1/2 bath. Second floor has two bedrooms and a full bath. Third floor has two bedrooms and a full bath. All bedrooms equal size. Energy efficient - low heating bills. Central Air.  Coin-op laundry. Close to Orange/Green Line and Bus Route, colleges and hospitals. One parking space included in rent. Available 9/1/19.|5|12/17/2018 10:55:00 AM|0|Suffolk|MA|B|6|4|2|1||1|4400|1400|2f;1h|N||N||N
RN|72433304|CN230923|AC0756|ACT|850|604|Norfolk St|2|1|003|02126||This is an owner occupied building, featuring: a spacious bedroom, hardwood floors, and lots of natural sunlight. A commuters dream with easy access to the public transit systems(i.e. buses,orange,red and commuter lines); did I mention close proximity of highway access, and the local shopping areas (Jamaica Plain, Roslindale, Mattapan, and Hyde Park). Book your appointment today as this unit will not last!    (THIS IS FOR A ROOM RENTAL)|4|12/17/2018 11:07:00 AM|0|Suffolk|MA|D|7|4|1|0||0|8276|1600|1f;0h|N||||
RN|72433306|CT006806|NB1863|ACT|2700|80|Broad St|805|1|111|02110||Furnished high-end 1BR in the heart of Downtown.  Beautiful boutique building, The Folio, with concierge service, elegant lobby and elevators offer a luxurious feel to this stylish home.  Stunning kitchen with marble tile backsplash, undermount lighting, black granite counters, Sub-Zero Fridge and Wolf Gas Stove plus plenty of storage. Spacious tiled bathroom, Electrolux full-size washer and dryer, bedroom has sliding pocket doors and large closet with built-in storage. Motorized Hunter Douglas blackout shades, LED fireplace and 50" Samsung Smart TV complete this modern home.  Apartment available from Jan 11 through August 31st (no option to renew).|10|12/17/2018 11:11:00 AM|18875387|Suffolk|MA|C|2|1|1|0||0|9999|604|1f;0h|N||||
RN|72433330|CN212226|NB4939|ACT|3400|150|Staniford|704|1|109|02114||Amazing opportunity to rent a spacious 2bed/1Bath unit with concierge and courtyard in the West End. Elevator and laundry in building. Stainless steel appliances, hardwood floors, updated bathroom, and patio highlight this recently renovated unit. Rent includes heat and hot water. Walking distance to Boston Garden, North Station, Whole Foods, MGH, restaurants and shops. Easy access to all T lines, as well as, major highways. Parking available for rent within building. **Both bedrooms are large**|8|12/17/2018 11:32:00 AM|9276|Suffolk|MA|C|4|2|1|0||0|99999|934|1f;0h|||||
RN|72433336|CT005942|AN3394|ACT|1700|4635|Washington St|1|1|008|02131||Spacious, light filled apartment. Large kitchen area with plenty of cabinet space,large living room with huge walk in closet. Two good sized bedrooms with ample closet space. Hardwood floors. Great location on #34 bus line. Commuter rail within easy driving distance. Convenient to Roslindale Village and West Roxbury Center with their many shops, restaurants and markets. Plenty of amenities within walking distance as well. Must see! Washer,Dryer hookup available in the unit,|10|12/17/2018 12:12:00 PM|3197|Suffolk|MA|D|5|2|1|0|N|1|5871|1000|1f;0h|N||N||N
RN|72433338|BB808784|BB2054|ACT|2595|317|Beacon|6|1|101|02116||Charming sunny one bedroom triplex located on Beacon Street in the Back Bay. Unit 6 has high ceilings with a fireplace, traditional moldings and hardwood floors. Pets are allowed in this unit. Heat and hot water are included in the monthly rent. Common laundry is located in the basement. One month's broker fee is paid by the tenant and split equally between both firms. Direct access tandem parking space is available for $225. This apartment has a shared deck off of the living room. 317 Beacon Street is professionally managed. There is a $300 move-in/move-out fee for this unit.|9|12/17/2018 12:18:00 PM|0|Suffolk|MA|C|3|1|1|0|N|0|505|505|1f;0h|N||||
RN|72433340|CN227064|AN2428|ACT|1900|594|South|1|1||02131||Beautify renovated 2 bedroom apartment in Roslindale on the South St.Just minutes away from Forest Hill Station. This is a 1st floor unit of a 2 family home. Hardwood floors throughout, Living Room, dining room, eat-kitchen.The landlord is looking for someone that is RESPONSIBLE and that has GOOD CREDIT (650+). Looking to collect 1st month, security and brokers fee.|24|12/17/2018 12:23:00 PM|0|Suffolk|MA|D|6|2|1|0||0|3312|1100|1f;0h|N||||
RN|72433345|CN204547|NB9588|ACT|2400|131|Sydney|2|1|05V|02125||Great location! This spacious, sunny  2 bedroom has been freshly painted. Kitchen has been renovated to include granite counter tops, island table, new cabinets and new stainless steel appliances Featuring brand new dishwasher, refrigerator, updated bathroom with new tiles. Unit Laundry, Parking , Gleaming Hardwood Floors, Front Porch & Rear Deck. Terrific Walk-Around Neighborhood. 4 blocks from JFK/UMASS red line stop. 1/2 mile to UMASS, close to 93, 10 minutes to downtown, 1 mile to South Bay shopping center- AMC Theater, Bed Bath and Beyond, Stop & Shop, Target, Best Buy, Applebees and Marshalls. 1 mile to Boston Medical and walking distance to anything with Dorchester Avenue and Restaurants such as Mckenass, Savin Bar kitchen as your surrounding streets. Great credit and work history a must.|15|12/17/2018 3:26:00 PM|371332|Suffolk|MA|C|5|2|1|0||1|9999999|985|1f;0h|N||N||
RN|72433346|TM006330|AC1153|ACT|1775|115|Peterborough|2|1|105|02215||Fantastic first floor studio in the Fenway. Heat and Hot Water Included in rent. Spacious studio with good sunlight, hardwood floors throughout, separate kitchen with great cabinet space, huge walk in closet, new/renovated bathroom. Laundry is available in the building. Amazing location steps to Fenway Park, Transportation, and Restaurants/Shops!|6|12/17/2018 12:40:00 PM|520558|Suffolk|MA|D|1|0|1|0||0|9999|9999|1f;0h|N||N||
RN|72433350|CN212257|AN2191|ACT|1650|1306|Columbia|#3B-1|1||02127||What a gorgeous space! This is a ROOMMATE situation: a master suite w/ private bath and INCLUDED PARKING spot in a luxurious 2B/2BA condo in South Boston. A stones throw from M street beach. Available March 1st (flexible) and ends August 31st with first right to renew.  This is a condo building and the finishes are as you'd expect - on point! Enter into the living area with a deep island and gas cooking in a generously sized kitchen, living room with gas fireplace and a wall of windows, a separate working nook with storage closet completes the living area. A long hallway leads you to the bedrooms, a guest bath, in-unit laundry and a pantry closet! At the end of the hall a PRIVATE covered balcony for the warmer months. The master suite has an AMAZING CLOSET, and a private bathroom with his/her sinks and a jetted tub / shower combo! Pls see MLS #72433364; offering the guest bedroom and no parking for $1550. Utilities separate.|22|12/17/2018 12:44:00 PM|1069547512|Suffolk|MA|C|4|1|2|0|Y|1|9999|1104|2f;0h|Y|A|Y|J|
RN|72433359|BB903646|BB1490|ACT|2100|11|March Ave|0|1||02132||This 6 room 2+ bedroom apartment is in an aarea that is convenient to almost everything, but yet it offers a nice neighborhood setting.|5|12/17/2018 12:59:00 PM|0|Suffolk|MA|D|6|2|1|0|N|1|99999|99999|1f;0h|N||N||N
RN|72433364|CN212257|AN2191|ACT|1550|1306|Columbia|#3B-2|1||02127||What a gorgeous space! This is a ROOMMATE situation: a single bedroom in a luxurious 2B/2BA condo in South Boston. A stones throw from M street beach. Available March 1st (flexible) and ends August 31st with first right to renew. This is a condo building and the finishes are as you'd expect - on point! Enter into the living area with a deep island and gas cooking in a generously sized kitchen, living room with gas fireplace and a wall of windows, a separate working nook with storage closet completes the living area. A long hallway leads you to the bedrooms, a guest bath, in-unit laundry and a pantry closet! At the end of the hall a PRIVATE covered balcony for the warmer months. The rear facing bedroom offers plenty of space, privacy and a nice closet, the bathroom features a stand up shower and plenty of storage.Pls see MLS #72433350 offering the master suite with private bath and parking for $1650. Utilities separate.|17|12/17/2018 1:19:00 PM|133118|Suffolk|MA|C|4|1|2|0|N|0|9999|1104|2f;0h|Y|A|Y|J|
RN|72433365|BB806851|BB2440|ACT|3000|244|Brighton Avenue|305|1|010|02134||Incredible opportunity to lease a loft-like two-bedroom apartment with a brand new kitchen and renovated bathroom. This space has soaring ceilings, oversized windows, and charm. Features two bedrooms, gleaming hardwood floors, exposed brick and beams, en-suite laundry, and an open concept ideal for entertaining. The kitchen will feature granite counters, custom cabinets, breakfast bar, and plenty of storage. The bathroom, also renovated, will feature tiled shower and tub, new vanity, and ned fixtures. This flat comes with one garage parking space. Available March 1 or April 1. No pets (one cat considered).|4|12/17/2018 1:26:00 PM|0|Suffolk|MA|D|4|2|1|0||1|1300|1065|1f;0h|N||||
RN|72433370|CT008015|AC2100|ACT|2450|125|Park|8|1|105|02215||Spacious and Sunny one bedroom apartment in an elevator building available for January 1. Unit includes heat and hot water. Can be delivered furnished or empty.|10|12/17/2018 1:37:00 PM|0|Suffolk|MA|C|4|1|1|0||0|99999999|580|1f;0h|N||||
RN|72433371|CN209183|NB9260|ACT|1780|148|Pleasant Street|2|1|002|02125||***List price is net effective rent for an eight month lease (January 1, 2018-August 31, 2019) with one month free promotion; base rent is $2035 and will not be increased upon lease termination. Beautifully renovated, sunny floor-through one bedroom apartment just a few steps from Dorchester Avenue! This apartment features brand new hardwood floors, stainless steel appliances including a dishwasher, in-unit laundry and central air! Parking available for an additional $100/mo. Parking is located directly behind the building - off-street! This apartment is located ideally on the Jones Hill/Savin Hill line - DBAR and HARP & BARD in close proximity - Savin Hill MBTA Red Line Stop only a ten minute walk away! Lease terms are flexible - extending to 8/31/2019 with option to renew. Inquire on leasing promotions!|11|12/17/2018 1:38:00 PM|0|Suffolk|MA|D|3|1|1|0||1|999|525|1f;0h|N||||
RN|72433377|BB805451|AN2973|ACT|2450|272|Park|1|1|04T|02132||BEAUTIFUL UNIT, BEAUTIFUL LOCATION!  Spacious first floor three bedroom apartment in the heart of Bellevue Hill! Spacious young kitchen and large NEW spa Bathroom, Generous bedrooms with closets, Large fireplaced livingroom and diningroom with builtin and molding detail. Lovely hardwood floors, storage and laundry machines in basement, common yard space, Minutes walk to commute rail, Centre Street, Close to all major routes! Small pet will be considered.|10|12/17/2018 1:54:00 PM|18219001|Suffolk|MA|D|7|3|1|0||0|0|1000|1f;0h|N||||
RN|72433383|TM315310|AN2383|ACT|3100|186|Commonwealth Ave|53|1|101|02116||Beautiful 5th floor front facing 1 bedroom gem overlooking Commonwealth Ave.  This charming updated property features hardwood floors throughout, a large living room with big sunny windows, a modern fully applianced kitchen, laundry in-unit, and a good size bedroom with ample closet space.  All set in a stunning well maintained  elevator condominium building in a location that can not be beat.|10|12/17/2018 2:00:00 PM|1023|Suffolk|MA|C|3|1|1|0||0|0.01|655|1f;0h|N||||
RN|72433398|CN214924|BB3342|ACT|2100|22|Laban Pratt Rd|2|1|05Q|02122||All the space you'll need right in one of Boston's best neighborhoods, what more could you ask for! Three good sized bedrooms, charming living room with a fireplace, formal dining room with classic woodwork, bright and shiny sunroom, perfect for an office or kids' playroom, plus a private enclosed porch for even more space! All with shiny hardwood flooring throughout! Recent updates just completed, like the stunning new floor in the kitchen, new tile in the bathtub, and fresh paint throughout. Other conveniences include laundry in the basement, a giant walk-in pantry, private driveway parking, and easy access to rt. 93 North and South! Located right in the heart of all the new restaurants, bars, coffee shops, and specialty stores that the sought after Adams Corner and Neponset areas have to offer. Don't miss this chance to move into a great Dorchester neighborhood, contact listing agent for a showing today! First, last, and half month broker fee to listing agent due at lease signing.|22|12/21/2018 2:03:00 PM|29360125|Suffolk|MA|B|7|3|1|0||2|3506|1300|1f;0h|||||
RN|72433400|CN209183|NB9260|ACT|2350|200|Warren Avenue|1|1|104|02116||Every last detail was thought of in this immaculate, sun drenched one bedroom, floor through. Exposed brick, antique hardwood floors, brand-new stainless steel refrigerator with stainless steel stove microwave combo. This unit also has CENTRAL AIR and LAUNDRY in the unit! Bathrooms are Grecian white marble bathroom. This apartment is super cozy and has everything one could possibly need! This unit is located in one of the best locations of the South End. Steps from Restaurant Row and an extremely quick commute to the Prudential Center and offices in Back Bay! Pets are welcome! First/Security/Broker due up front. Lease terms flexible. PETS ALLOWED! *More pictures to follow! This apartment is also available furnished for $2600/mo for a minimum of six months.|7|12/17/2018 2:25:00 PM|0|Suffolk|MA|D|3|1|1|0||0|99999|475|1f;0h|N||||
RN|72433403|NB900455|NB9117|ACT|1775|1673|Commonwealth Ave.|12|1|011|02135||Sunny updated condo in a GREAT location w/ pkg available! This sunny and updated apartment features hardwood floors, a recently renovated kitchen with dishwasher, disposal and microwave, updated bathroom, lots of closet space and a large foyer that can be used as a dining space or office. Heat & hot water are included and there is laundry in the basement. The condo complex also has a large laundry room just two doors down. Can be rented with the deeded parking space included for an extra $150/mo. Lease until the end of July then renewable on a yearly basis.|22|12/17/2018 2:29:00 PM|0|Suffolk|MA|C|3|1|1|0|N|1|9999|523|1f;0h|N||N||N
RN|72433406|CT002878|BB5918|ACT|3600|1800|Columbia Rd|1|1|005|02127||Great South Boston three bedroom, 2 bath overlooking the water! This newly renovated unit features beautiful hardwood floors, tons of closet and lots of natural sunlight! First-come, first-serve parking, heat, and hot water included! Pet friendly!|6|12/17/2018 2:31:00 PM|0|Suffolk|MA|D|5|3|2|0||1|900|900|2f;0h|Y|A|||
